PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,alone,deck,has_deck,Surname,Title,n_fam,FamilyID,Family_Survival_Rate
344,No,Second,"Sedgwick, Mr. Charles Frederick Waddington",male,Young Adults (19-30),0,0,244361,13.0,UNK,S,True,UNK,0,Sedgwick,Mr,0,-1,-1
345,No,Second,"Fox, Mr. Stanley Hubert",male,Adults (31-45),0,0,229236,13.0,UNK,S,True,UNK,0,Fox,Mr,0,-1,-1
346,Yes,Second,"Brown, Miss. Amelia ""Mildred""",female,Young Adults (19-30),0,0,248733,13.0,F33,S,True,F,1,Brown,Miss,0,-1,-1
347,Yes,Second,"Smith, Miss. Marion Elsie",female,Adults (31-45),0,0,31418,13.0,UNK,S,True,UNK,0,Smith,Miss,0,-1,-1
348,Yes,Third,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,Young Adults (19-30),1,0,386525,16.1,UNK,S,False,UNK,0,Davison,Mrs,1,-1,-1
349,Yes,Third,"Coutts, Master. William Loch ""William""",male,Infants (0-12),1,1,C.A. 37671,15.9,UNK,S,False,UNK,0,Coutts,Master,2,-1,-1
350,No,Third,"Dimic, Mr. Jovan",male,Adults (31-45),0,0,315088,8.6625,UNK,S,True,UNK,0,Dimic,Mr,0,-1,-1
351,No,Third,"Odahl, Mr. Nils Martin",male,Young Adults (19-30),0,0,7267,9.225,UNK,S,True,UNK,0,Odahl,Mr,0,-1,-1
352,No,First,"Williams-Lambert, Mr. Fletcher Fellows",male,Adults (31-45),0,0,113510,35.0,C128,S,True,C,1,Williams-Lambert,Mr,0,-1,-1
353,No,Third,"Elias, Mr. Tannous",male,Teens (13-18),1,1,2695,7.2292,UNK,C,False,UNK,0,Elias,Mr,2,-1,-1
354,No,Third,"Arnold-Franchi, Mr. Josef",male,Young Adults (19-30),1,0,349237,17.8,UNK,S,False,UNK,0,Arnold-Franchi,Mr,1,2,0
355,No,Third,"Yousif, Mr. Wazli",male,Young Adults (19-30),0,0,2647,7.225,UNK,C,True,UNK,0,Yousif,Mr,0,-1,-1
356,No,Third,"Vanden Steen, Mr. Leo Peter",male,Young Adults (19-30),0,0,345783,9.5,UNK,S,True,UNK,0,Vanden Steen,Mr,0,-1,-1
357,Yes,First,"Bowerman, Miss. Elsie Edith",female,Young Adults (19-30),0,1,113505,55.0,E33,S,False,E,1,Bowerman,Miss,1,-1,-1
358,No,Second,"Funk, Miss. Annie Clemmer",female,Adults (31-45),0,0,237671,13.0,UNK,S,True,UNK,0,Funk,Miss,0,-1,-1
359,Yes,Third,"McGovern, Miss. Mary",female,Young Adults (19-30),0,0,330931,7.8792,UNK,Q,True,UNK,0,McGovern,Miss,0,-1,-1
360,Yes,Third,"Mockler, Miss. Helen Mary ""Ellie""",female,Young Adults (19-30),0,0,330980,7.8792,UNK,Q,True,UNK,0,Mockler,Miss,0,-1,-1
361,No,Third,"Skoog, Mr. Wilhelm",male,Adults (31-45),1,4,347088,27.9,UNK,S,False,UNK,0,Skoog,Mr,5,44,0
362,No,Second,"del Carlo, Mr. Sebastiano",male,Young Adults (19-30),1,0,SC/PARIS 2167,27.7208,UNK,C,False,UNK,0,del Carlo,Mr,1,-1,-1
363,No,Third,"Barbara, Mrs. (Catherine David)",female,Adults (31-45),0,1,2691,14.4542,UNK,C,False,UNK,0,Barbara,Mrs,1,4,0
364,No,Third,"Asim, Mr. Adola",male,Adults (31-45),0,0,SOTON/O.Q. 3101310,7.05,UNK,S,True,UNK,0,Asim,Mr,0,-1,-1
365,No,Third,"O'Brien, Mr. Thomas",male,Young Adults (19-30),1,0,370365,15.5,UNK,Q,False,UNK,0,O'Brien,Mr,1,39,0
366,No,Third,"Adahl, Mr. Mauritz Nils Martin",male,Young Adults (19-30),0,0,C 7076,7.25,UNK,S,True,UNK,0,Adahl,Mr,0,-1,-1
367,Yes,First,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,Middle Age (46-60),1,0,110813,75.25,D37,C,False,D,1,Warren,Mrs,1,-1,-1
368,Yes,Third,"Moussa, Mrs. (Mantoura Boulos)",female,Young Adults (19-30),0,0,2626,7.2292,UNK,C,True,UNK,0,Moussa,Mrs,0,-1,-1
369,Yes,Third,"Jermyn, Miss. Annie",female,Young Adults (19-30),0,0,14313,7.75,UNK,Q,True,UNK,0,Jermyn,Miss,0,-1,-1
370,Yes,First,"Aubart, Mme. Leontine Pauline",female,Young Adults (19-30),0,0,PC 17477,69.3,B35,C,True,B,1,Aubart,Mme,0,-1,-1
371,Yes,First,"Harder, Mr. George Achilles",male,Young Adults (19-30),1,0,11765,55.4417,E50,C,False,E,1,Harder,Mr,1,-1,-1
372,No,Third,"Wiklund, Mr. Jakob Alfred",male,Teens (13-18),1,0,3101267,6.4958,UNK,S,False,UNK,0,Wiklund,Mr,1,-1,-1
373,No,Third,"Beavan, Mr. William Thomas",male,Young Adults (19-30),0,0,323951,8.05,UNK,S,True,UNK,0,Beavan,Mr,0,-1,-1
374,No,First,"Ringhini, Mr. Sante",male,Young Adults (19-30),0,0,PC 17760,135.6333,UNK,C,True,UNK,0,Ringhini,Mr,0,-1,-1
375,No,Third,"Palsson, Miss. Stina Viola",female,Infants (0-12),3,1,349909,21.075,UNK,S,False,UNK,0,Palsson,Miss,4,-1,-1
376,Yes,First,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,Adults (31-45),1,0,PC 17604,82.1708,UNK,C,False,UNK,0,Meyer,Mrs,1,31,0
377,Yes,Third,"Landergren, Miss. Aurora Adelia",female,Young Adults (19-30),0,0,C 7077,7.25,UNK,S,True,UNK,0,Landergren,Miss,0,-1,-1
378,No,First,"Widener, Mr. Harry Elkins",male,Young Adults (19-30),0,2,113503,211.5,C82,C,False,C,1,Widener,Mr,2,-1,-1
379,No,Third,"Betros, Mr. Tannous",male,Young Adults (19-30),0,0,2648,4.0125,UNK,C,True,UNK,0,Betros,Mr,0,-1,-1
380,No,Third,"Gustafsson, Mr. Karl Gideon",male,Young Adults (19-30),0,0,347069,7.775,UNK,S,True,UNK,0,Gustafsson,Mr,0,-1,-1
381,Yes,First,"Bidois, Miss. Rosalie",female,Adults (31-45),0,0,PC 17757,227.525,UNK,C,True,UNK,0,Bidois,Miss,0,-1,-1
382,Yes,Third,"Nakid, Miss. Maria (""Mary"")",female,Infants (0-12),0,2,2653,15.7417,UNK,C,False,UNK,0,Nakid,Miss,2,-1,-1
383,No,Third,"Tikkanen, Mr. Juho",male,Adults (31-45),0,0,STON/O 2. 3101293,7.925,UNK,S,True,UNK,0,Tikkanen,Mr,0,-1,-1
384,Yes,First,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,Adults (31-45),1,0,113789,52.0,UNK,S,False,UNK,0,Holverson,Mrs,1,25,0
385,No,Third,"Plotcharsky, Mr. Vasil",male,Young Adults (19-30),0,0,349227,7.8958,UNK,S,True,UNK,0,Plotcharsky,Mr,0,-1,-1
386,No,Second,"Davies, Mr. Charles Henry",male,Teens (13-18),0,0,S.O.C. 14879,73.5,UNK,S,True,UNK,0,Davies,Mr,0,-1,-1
387,No,Third,"Goodwin, Master. Sidney Leonard",male,Infants (0-12),5,2,CA 2144,46.9,UNK,S,False,UNK,0,Goodwin,Master,7,-1,-1
388,Yes,Second,"Buss, Miss. Kate",female,Adults (31-45),0,0,27849,13.0,UNK,S,True,UNK,0,Buss,Miss,0,-1,-1
389,No,Third,"Sadlier, Mr. Matthew",male,Young Adults (19-30),0,0,367655,7.7292,UNK,Q,True,UNK,0,Sadlier,Mr,0,-1,-1
390,Yes,Second,"Lehmann, Miss. Bertha",female,Teens (13-18),0,0,SC 1748,12.0,UNK,C,True,UNK,0,Lehmann,Miss,0,-1,-1
391,Yes,First,"Carter, Mr. William Ernest",male,Adults (31-45),1,2,113760,120.0,B96 B98,S,False,B,1,Carter,Mr,3,8,1
392,Yes,Third,"Jansson, Mr. Carl Olof",male,Young Adults (19-30),0,0,350034,7.7958,UNK,S,True,UNK,0,Jansson,Mr,0,-1,-1
393,No,Third,"Gustafsson, Mr. Johan Birger",male,Young Adults (19-30),2,0,3101277,7.925,UNK,S,False,UNK,0,Gustafsson,Mr,2,-1,-1
394,Yes,First,"Newell, Miss. Marjorie",female,Young Adults (19-30),1,0,35273,113.275,D36,C,False,D,1,Newell,Miss,1,37,0
395,Yes,Third,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,Young Adults (19-30),0,2,PP 9549,16.7,G6,S,False,G,1,Sandstrom,Mrs,2,-1,-1
396,No,Third,"Johansson, Mr. Erik",male,Young Adults (19-30),0,0,350052,7.7958,UNK,S,True,UNK,0,Johansson,Mr,0,-1,-1
397,No,Third,"Olsson, Miss. Elina",female,Adults (31-45),0,0,350407,7.8542,UNK,S,True,UNK,0,Olsson,Miss,0,-1,-1
398,No,Second,"McKane, Mr. Peter David",male,Middle Age (46-60),0,0,28403,26.0,UNK,S,True,UNK,0,McKane,Mr,0,-1,-1
399,No,Second,"Pain, Dr. Alfred",male,Young Adults (19-30),0,0,244278,10.5,UNK,S,True,UNK,0,Pain,Dr,0,-1,-1
400,Yes,Second,"Trout, Mrs. William H (Jessie L)",female,Young Adults (19-30),0,0,240929,12.65,UNK,S,True,UNK,0,Trout,Mrs,0,-1,-1
401,Yes,Third,"Niskanen, Mr. Juha",male,Adults (31-45),0,0,STON/O 2. 3101289,7.925,UNK,S,True,UNK,0,Niskanen,Mr,0,-1,-1
402,No,Third,"Adams, Mr. John",male,Young Adults (19-30),0,0,341826,8.05,UNK,S,True,UNK,0,Adams,Mr,0,-1,-1
403,No,Third,"Jussila, Miss. Mari Aina",female,Young Adults (19-30),1,0,4137,9.825,UNK,S,False,UNK,0,Jussila,Miss,1,-1,-1
404,No,Third,"Hakkarainen, Mr. Pekka Pietari",male,Young Adults (19-30),1,0,STON/O2. 3101279,15.85,UNK,S,False,UNK,0,Hakkarainen,Mr,1,18,0
405,No,Third,"Oreskovic, Miss. Marija",female,Young Adults (19-30),0,0,315096,8.6625,UNK,S,True,UNK,0,Oreskovic,Miss,0,-1,-1
406,No,Second,"Gale, Mr. Shadrach",male,Adults (31-45),1,0,28664,21.0,UNK,S,False,UNK,0,Gale,Mr,1,-1,-1
407,No,Third,"Widegren, Mr. Carl/Charles Peter",male,Middle Age (46-60),0,0,347064,7.75,UNK,S,True,UNK,0,Widegren,Mr,0,-1,-1
408,Yes,Second,"Richards, Master. William Rowe",male,Infants (0-12),1,1,29106,18.75,UNK,S,False,UNK,0,Richards,Master,2,-1,-1
409,No,Third,"Birkeland, Mr. Hans Martin Monsen",male,Young Adults (19-30),0,0,312992,7.775,UNK,S,True,UNK,0,Birkeland,Mr,0,-1,-1
410,No,Third,"Lefebre, Miss. Ida",female,Young Adults (19-30),3,1,4133,25.4667,UNK,S,False,UNK,0,Lefebre,Miss,4,-1,-1
411,No,Third,"Sdycoff, Mr. Todor",male,Young Adults (19-30),0,0,349222,7.8958,UNK,S,True,UNK,0,Sdycoff,Mr,0,-1,-1
412,No,Third,"Hart, Mr. Henry",male,Young Adults (19-30),0,0,394140,6.8583,UNK,Q,True,UNK,0,Hart,Mr,0,-1,-1
413,Yes,First,"Minahan, Miss. Daisy E",female,Adults (31-45),1,0,19928,90.0,C78,Q,False,C,1,Minahan,Miss,1,-1,-1
414,No,Second,"Cunningham, Mr. Alfred Fleming",male,Young Adults (19-30),0,0,239853,0.0,UNK,S,True,UNK,0,Cunningham,Mr,0,-1,-1
415,Yes,Third,"Sundman, Mr. Johan Julian",male,Adults (31-45),0,0,STON/O 2. 3101269,7.925,UNK,S,True,UNK,0,Sundman,Mr,0,-1,-1
416,No,Third,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,Young Adults (19-30),0,0,343095,8.05,UNK,S,True,UNK,0,Meek,Mrs,0,-1,-1
417,Yes,Second,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,Adults (31-45),1,1,28220,32.5,UNK,S,False,UNK,0,Drew,Mrs,2,-1,-1
418,Yes,Second,"Silven, Miss. Lyyli Karoliina",female,Teens (13-18),0,2,250652,13.0,UNK,S,False,UNK,0,Silven,Miss,2,-1,-1
419,No,Second,"Matthews, Mr. William John",male,Young Adults (19-30),0,0,28228,13.0,UNK,S,True,UNK,0,Matthews,Mr,0,-1,-1
420,No,Third,"Van Impe, Miss. Catharina",female,Infants (0-12),0,2,345773,24.15,UNK,S,False,UNK,0,Van Impe,Miss,2,50,0
421,No,Third,"Gheorgheff, Mr. Stanio",male,Young Adults (19-30),0,0,349254,7.8958,UNK,C,True,UNK,0,Gheorgheff,Mr,0,-1,-1
422,No,Third,"Charters, Mr. David",male,Young Adults (19-30),0,0,A/5. 13032,7.7333,UNK,Q,True,UNK,0,Charters,Mr,0,-1,-1
423,No,Third,"Zimmerman, Mr. Leo",male,Young Adults (19-30),0,0,315082,7.875,UNK,S,True,UNK,0,Zimmerman,Mr,0,-1,-1
424,No,Third,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,Young Adults (19-30),1,1,347080,14.4,UNK,S,False,UNK,0,Danbom,Mrs,2,-1,-1
425,No,Third,"Rosblom, Mr. Viktor Richard",male,Teens (13-18),1,1,370129,20.2125,UNK,S,False,UNK,0,Rosblom,Mr,2,-1,-1
426,No,Third,"Wiseman, Mr. Phillippe",male,Young Adults (19-30),0,0,A/4. 34244,7.25,UNK,S,True,UNK,0,Wiseman,Mr,0,-1,-1
427,Yes,Second,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,Young Adults (19-30),1,0,2003,26.0,UNK,S,False,UNK,0,Clarke,Mrs,1,-1,-1
428,Yes,Second,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,Young Adults (19-30),0,0,250655,26.0,UNK,S,True,UNK,0,Phillips,Miss,0,-1,-1
429,No,Third,"Flynn, Mr. James",male,Young Adults (19-30),0,0,364851,7.75,UNK,Q,True,UNK,0,Flynn,Mr,0,-1,-1
430,Yes,Third,"Pickard, Mr. Berk (Berk Trembisky)",male,Adults (31-45),0,0,SOTON/O.Q. 392078,8.05,E10,S,True,E,1,Pickard,Mr,0,-1,-1
431,Yes,First,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,Young Adults (19-30),0,0,110564,26.55,C52,S,True,C,1,Bjornstrom-Steffansson,Mr,0,-1,-1
432,Yes,Third,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,Young Adults (19-30),1,0,376564,16.1,UNK,S,False,UNK,0,Thorneycroft,Mrs,1,48,0
433,Yes,Second,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,Adults (31-45),1,0,SC/AH 3085,26.0,UNK,S,False,UNK,0,Louch,Mrs,1,-1,-1
434,No,Third,"Kallio, Mr. Nikolai Erland",male,Teens (13-18),0,0,STON/O 2. 3101274,7.125,UNK,S,True,UNK,0,Kallio,Mr,0,-1,-1
435,No,First,"Silvey, Mr. William Baird",male,Middle Age (46-60),1,0,13507,55.9,E44,S,False,E,1,Silvey,Mr,1,43,0
436,Yes,First,"Carter, Miss. Lucile Polk",female,Teens (13-18),1,2,113760,120.0,B96 B98,S,False,B,1,Carter,Miss,3,8,1
437,No,Third,"Ford, Miss. Doolina Margaret ""Daisy""",female,Young Adults (19-30),2,2,W./C. 6608,34.375,UNK,S,False,UNK,0,Ford,Miss,4,-1,-1
438,Yes,Second,"Richards, Mrs. Sidney (Emily Hocking)",female,Young Adults (19-30),2,3,29106,18.75,UNK,S,False,UNK,0,Richards,Mrs,5,-1,-1
439,No,First,"Fortune, Mr. Mark",male,Elderly (60+),1,4,19950,263.0,C23 C25 C27,S,False,C,1,Fortune,Mr,5,-1,-1
440,No,Second,"Kvillner, Mr. Johan Henrik Johannesson",male,Adults (31-45),0,0,C.A. 18723,10.5,UNK,S,True,UNK,0,Kvillner,Mr,0,-1,-1
441,Yes,Second,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,Adults (31-45),1,1,F.C.C. 13529,26.25,UNK,S,False,UNK,0,Hart,Mrs,2,22,0
442,No,Third,"Hampe, Mr. Leon",male,Young Adults (19-30),0,0,345769,9.5,UNK,S,True,UNK,0,Hampe,Mr,0,-1,-1
443,No,Third,"Petterson, Mr. Johan Emil",male,Young Adults (19-30),1,0,347076,7.775,UNK,S,False,UNK,0,Petterson,Mr,1,-1,-1
444,Yes,Second,"Reynaldo, Ms. Encarnacion",female,Young Adults (19-30),0,0,230434,13.0,UNK,S,True,UNK,0,Reynaldo,Ms,0,-1,-1
445,Yes,Third,"Johannesen-Bratthammer, Mr. Bernt",male,Young Adults (19-30),0,0,65306,8.1125,UNK,S,True,UNK,0,Johannesen-Bratthammer,Mr,0,-1,-1
446,Yes,First,"Dodge, Master. Washington",male,Infants (0-12),0,2,33638,81.8583,A34,S,False,A,1,Dodge,Master,2,-1,-1
447,Yes,Second,"Mellinger, Miss. Madeleine Violet",female,Teens (13-18),0,1,250644,19.5,UNK,S,False,UNK,0,Mellinger,Miss,1,30,1
448,Yes,First,"Seward, Mr. Frederic Kimber",male,Adults (31-45),0,0,113794,26.55,UNK,S,True,UNK,0,Seward,Mr,0,-1,-1
449,Yes,Third,"Baclini, Miss. Marie Catherine",female,Infants (0-12),2,1,2666,19.2583,UNK,C,False,UNK,0,Baclini,Miss,3,3,1
450,Yes,First,"Peuchen, Major. Arthur Godfrey",male,Middle Age (46-60),0,0,113786,30.5,C104,S,True,C,1,Peuchen,Major,0,-1,-1
451,No,Second,"West, Mr. Edwy Arthur",male,Adults (31-45),1,2,C.A. 34651,27.75,UNK,S,False,UNK,0,West,Mr,3,-1,-1
452,No,Third,"Hagland, Mr. Ingvald Olai Olsen",male,Young Adults (19-30),1,0,65303,19.9667,UNK,S,False,UNK,0,Hagland,Mr,1,-1,-1
453,No,First,"Foreman, Mr. Benjamin Laventall",male,Young Adults (19-30),0,0,113051,27.75,C111,C,True,C,1,Foreman,Mr,0,-1,-1
454,Yes,First,"Goldenberg, Mr. Samuel L",male,Middle Age (46-60),1,0,17453,89.1042,C92,C,False,C,1,Goldenberg,Mr,1,15,1
455,No,Third,"Peduzzi, Mr. Joseph",male,Young Adults (19-30),0,0,A/5 2817,8.05,UNK,S,True,UNK,0,Peduzzi,Mr,0,-1,-1
456,Yes,Third,"Jalsevac, Mr. Ivan",male,Young Adults (19-30),0,0,349240,7.8958,UNK,C,True,UNK,0,Jalsevac,Mr,0,-1,-1
457,No,First,"Millet, Mr. Francis Davis",male,Elderly (60+),0,0,13509,26.55,E38,S,True,E,1,Millet,Mr,0,-1,-1
458,Yes,First,"Kenyon, Mrs. Frederick R (Marion)",female,Adults (31-45),1,0,17464,51.8625,D21,S,False,D,1,Kenyon,Mrs,1,-1,-1
459,Yes,Second,"Toomey, Miss. Ellen",female,Middle Age (46-60),0,0,F.C.C. 13531,10.5,UNK,S,True,UNK,0,Toomey,Miss,0,-1,-1
460,No,Third,"O'Connor, Mr. Maurice",male,Young Adults (19-30),0,0,371060,7.75,UNK,Q,True,UNK,0,O'Connor,Mr,0,-1,-1
461,Yes,First,"Anderson, Mr. Harry",male,Middle Age (46-60),0,0,19952,26.55,E12,S,True,E,1,Anderson,Mr,0,-1,-1
462,No,Third,"Morley, Mr. William",male,Adults (31-45),0,0,364506,8.05,UNK,S,True,UNK,0,Morley,Mr,0,-1,-1
463,No,First,"Gee, Mr. Arthur H",male,Middle Age (46-60),0,0,111320,38.5,E63,S,True,E,1,Gee,Mr,0,-1,-1
464,No,Second,"Milling, Mr. Jacob Christian",male,Middle Age (46-60),0,0,234360,13.0,UNK,S,True,UNK,0,Milling,Mr,0,-1,-1
465,No,Third,"Maisner, Mr. Simon",male,Young Adults (19-30),0,0,A/S 2816,8.05,UNK,S,True,UNK,0,Maisner,Mr,0,-1,-1
466,No,Third,"Goncalves, Mr. Manuel Estanslas",male,Adults (31-45),0,0,SOTON/O.Q. 3101306,7.05,UNK,S,True,UNK,0,Goncalves,Mr,0,-1,-1
467,No,Second,"Campbell, Mr. William",male,Young Adults (19-30),0,0,239853,0.0,UNK,S,True,UNK,0,Campbell,Mr,0,-1,-1
468,No,First,"Smart, Mr. John Montgomery",male,Middle Age (46-60),0,0,113792,26.55,UNK,S,True,UNK,0,Smart,Mr,0,-1,-1
469,No,Third,"Scanlan, Mr. James",male,Young Adults (19-30),0,0,36209,7.725,UNK,Q,True,UNK,0,Scanlan,Mr,0,-1,-1
470,Yes,Third,"Baclini, Miss. Helene Barbara",female,Infants (0-12),2,1,2666,19.2583,UNK,C,False,UNK,0,Baclini,Miss,3,3,1
471,No,Third,"Keefe, Mr. Arthur",male,Young Adults (19-30),0,0,323592,7.25,UNK,S,True,UNK,0,Keefe,Mr,0,-1,-1
472,No,Third,"Cacic, Mr. Luka",male,Adults (31-45),0,0,315089,8.6625,UNK,S,True,UNK,0,Cacic,Mr,0,-1,-1
473,Yes,Second,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,Adults (31-45),1,2,C.A. 34651,27.75,UNK,S,False,UNK,0,West,Mrs,3,-1,-1
474,Yes,Second,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,Young Adults (19-30),0,0,SC/AH Basle 541,13.7917,D,C,True,D,1,Jerwan,Mrs,0,-1,-1
475,No,Third,"Strandberg, Miss. Ida Sofia",female,Young Adults (19-30),0,0,7553,9.8375,UNK,S,True,UNK,0,Strandberg,Miss,0,-1,-1
476,No,First,"Clifford, Mr. George Quincy",male,Adults (31-45),0,0,110465,52.0,A14,S,True,A,1,Clifford,Mr,0,-1,-1
477,No,Second,"Renouf, Mr. Peter Henry",male,Adults (31-45),1,0,31027,21.0,UNK,S,False,UNK,0,Renouf,Mr,1,-1,-1
478,No,Third,"Braund, Mr. Lewis Richard",male,Young Adults (19-30),1,0,3460,7.0458,UNK,S,False,UNK,0,Braund,Mr,1,-1,-1
479,No,Third,"Karlsson, Mr. Nils August",male,Young Adults (19-30),0,0,350060,7.5208,UNK,S,True,UNK,0,Karlsson,Mr,0,-1,-1
480,Yes,Third,"Hirvonen, Miss. Hildur E",female,Infants (0-12),0,1,3101298,12.2875,UNK,S,False,UNK,0,Hirvonen,Miss,1,-1,-1
481,No,Third,"Goodwin, Master. Harold Victor",male,Infants (0-12),5,2,CA 2144,46.9,UNK,S,False,UNK,0,Goodwin,Master,7,-1,-1
482,No,Second,"Frost, Mr. Anthony Wood ""Archie""",male,Young Adults (19-30),0,0,239854,0.0,UNK,S,True,UNK,0,Frost,Mr,0,-1,-1
483,No,Third,"Rouse, Mr. Richard Henry",male,Middle Age (46-60),0,0,A/5 3594,8.05,UNK,S,True,UNK,0,Rouse,Mr,0,-1,-1
484,Yes,Third,"Turkula, Mrs. (Hedwig)",female,Elderly (60+),0,0,4134,9.5875,UNK,S,True,UNK,0,Turkula,Mrs,0,-1,-1
485,Yes,First,"Bishop, Mr. Dickinson H",male,Young Adults (19-30),1,0,11967,91.0792,B49,C,False,B,1,Bishop,Mr,1,7,1
486,No,Third,"Lefebre, Miss. Jeannie",female,Young Adults (19-30),3,1,4133,25.4667,UNK,S,False,UNK,0,Lefebre,Miss,4,-1,-1
487,Yes,First,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,Adults (31-45),1,0,19943,90.0,C93,S,False,C,1,Hoyt,Mrs,1,26,1
488,No,First,"Kent, Mr. Edward Austin",male,Middle Age (46-60),0,0,11771,29.7,B37,C,True,B,1,Kent,Mr,0,-1,-1
489,No,Third,"Somerton, Mr. Francis William",male,Young Adults (19-30),0,0,A.5. 18509,8.05,UNK,S,True,UNK,0,Somerton,Mr,0,-1,-1
490,Yes,Third,"Coutts, Master. Eden Leslie ""Neville""",male,Infants (0-12),1,1,C.A. 37671,15.9,UNK,S,False,UNK,0,Coutts,Master,2,-1,-1
491,No,Third,"Hagland, Mr. Konrad Mathias Reiersen",male,Young Adults (19-30),1,0,65304,19.9667,UNK,S,False,UNK,0,Hagland,Mr,1,-1,-1
492,No,Third,"Windelov, Mr. Einar",male,Young Adults (19-30),0,0,SOTON/OQ 3101317,7.25,UNK,S,True,UNK,0,Windelov,Mr,0,-1,-1
493,No,First,"Molson, Mr. Harry Markland",male,Middle Age (46-60),0,0,113787,30.5,C30,S,True,C,1,Molson,Mr,0,-1,-1
494,No,First,"Artagaveytia, Mr. Ramon",male,Elderly (60+),0,0,PC 17609,49.5042,UNK,C,True,UNK,0,Artagaveytia,Mr,0,-1,-1
495,No,Third,"Stanley, Mr. Edward Roland",male,Young Adults (19-30),0,0,A/4 45380,8.05,UNK,S,True,UNK,0,Stanley,Mr,0,-1,-1
496,No,Third,"Yousseff, Mr. Gerious",male,Young Adults (19-30),0,0,2627,14.4583,UNK,C,True,UNK,0,Yousseff,Mr,0,-1,-1
497,Yes,First,"Eustis, Miss. Elizabeth Mussey",female,Middle Age (46-60),1,0,36947,78.2667,D20,C,False,D,1,Eustis,Miss,1,-1,-1
498,No,Third,"Shellard, Mr. Frederick William",male,Young Adults (19-30),0,0,C.A. 6212,15.1,UNK,S,True,UNK,0,Shellard,Mr,0,-1,-1
499,No,First,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,Young Adults (19-30),1,2,113781,151.55,C22 C26,S,False,C,1,Allison,Mrs,3,-1,-1
500,No,Third,"Svensson, Mr. Olof",male,Young Adults (19-30),0,0,350035,7.7958,UNK,S,True,UNK,0,Svensson,Mr,0,-1,-1
501,No,Third,"Calic, Mr. Petar",male,Teens (13-18),0,0,315086,8.6625,UNK,S,True,UNK,0,Calic,Mr,0,-1,-1
502,No,Third,"Canavan, Miss. Mary",female,Young Adults (19-30),0,0,364846,7.75,UNK,Q,True,UNK,0,Canavan,Miss,0,-1,-1
503,No,Third,"O'Sullivan, Miss. Bridget Mary",female,Young Adults (19-30),0,0,330909,7.6292,UNK,Q,True,UNK,0,O'Sullivan,Miss,0,-1,-1
504,No,Third,"Laitinen, Miss. Kristina Sofia",female,Adults (31-45),0,0,4135,9.5875,UNK,S,True,UNK,0,Laitinen,Miss,0,-1,-1
505,Yes,First,"Maioni, Miss. Roberta",female,Teens (13-18),0,0,110152,86.5,B79,S,True,B,1,Maioni,Miss,0,-1,-1
506,No,First,"Penasco y Castellana, Mr. Victor de Satode",male,Teens (13-18),1,0,PC 17758,108.9,C65,C,False,C,1,Penasco y Castellana,Mr,1,42,0
507,Yes,Second,"Quick, Mrs. Frederick Charles (Jane Richards)",female,Adults (31-45),0,2,26360,26.0,UNK,S,False,UNK,0,Quick,Mrs,2,-1,-1
508,Yes,First,"Bradley, Mr. George (""George Arthur Brayton"")",male,Adults (31-45),0,0,111427,26.55,UNK,S,True,UNK,0,Bradley,Mr,0,-1,-1
509,No,Third,"Olsen, Mr. Henry Margido",male,Young Adults (19-30),0,0,C 4001,22.525,UNK,S,True,UNK,0,Olsen,Mr,0,-1,-1
510,Yes,Third,"Lang, Mr. Fang",male,Young Adults (19-30),0,0,1601,56.4958,UNK,S,True,UNK,0,Lang,Mr,0,-1,-1
511,Yes,Third,"Daly, Mr. Eugene Patrick",male,Young Adults (19-30),0,0,382651,7.75,UNK,Q,True,UNK,0,Daly,Mr,0,-1,-1
512,No,Third,"Webber, Mr. James",male,Young Adults (19-30),0,0,SOTON/OQ 3101316,8.05,UNK,S,True,UNK,0,Webber,Mr,0,-1,-1
513,Yes,First,"McGough, Mr. James Robert",male,Adults (31-45),0,0,PC 17473,26.2875,E25,S,True,E,1,McGough,Mr,0,-1,-1
514,Yes,First,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,Middle Age (46-60),1,0,PC 17603,59.4,UNK,C,False,UNK,0,Rothschild,Mrs,1,-1,-1
